MOT16-02_000001,-1,1359.1,413.27,120.26,362.77,2.3092,-1,-1,-1
MOT16-02_000001,-1,571.03,402.13,104.56,315.68,1.5028,-1,-1,-1
MOT16-02_000001,-1,650.8,455.86,63.98,193.94,0.33276,-1,-1,-1
MOT16-02_000001,-1,721.23,446.86,41.871,127.61,0.27401,-1,-1,-1
MOT16-02_000001,-1,454.06,434.36,97.492,294.47,0.20818,-1,-1,-1
MOT16-02_000001,-1,1254.6,446.72,33.822,103.47,0.14776,-1,-1,-1
MOT16-02_000001,-1,1301.1,237.38,195.98,589.95,0.051818,-1,-1,-1
MOT16-02_000001,-1,1480.3,413.27,120.26,362.77,-0.020474,-1,-1,-1
MOT16-02_000001,-1,552.72,473.9,29.314,89.943,-0.087553,-1,-1,-1
MOT16-02_000001,-1,1097,433,39,119,-0.17964,-1,-1,-1
MOT16-02_000001,-1,543.19,442.1,44.948,136.84,-0.3683,-1,-1,-1
MOT16-02_000001,-1,1017,425,39,119,-0.41789,-1,-1,-1
MOT16-02_000002,-1,1359.1,413.27,120.26,362.77,2.4731,-1,-1,-1
MOT16-02_000002,-1,584.04,446.86,84.742,256.23,1.2369,-1,-1,-1
MOT16-02_000002,-1,729,457,39,119,0.40858,-1,-1,-1
MOT16-02_000002,-1,460.48,442.1,90.896,274.69,0.26749,-1,-1,-1
MOT16-02_000002,-1,643.66,461.78,59.629,180.89,0.18023,-1,-1,-1
MOT16-02_000002,-1,1494.4,408.29,112.14,338.41,0.16075,-1,-1,-1
MOT16-02_000002,-1,572.83,364.89,128.96,388.88,-0.011851,-1,-1,-1
MOT16-02_000002,-1,1097,433,39,119,-0.185,-1,-1,-1
MOT16-02_000002,-1,1324.3,258.31,182.79,550.38,-0.18665,-1,-1,-1
MOT16-02_000002,-1,1021.2,436.37,31.49,96.47,-0.25086,-1,-1,-1
MOT16-02_000002,-1,549.71,476.18,27.284,83.853,-0.28739,-1,-1,-1
MOT16-02_000002,-1,545,457,39,119,-0.30087,-1,-1,-1
MOT16-02_000002,-1,1254.6,446.72,33.822,103.47,-0.30663,-1,-1,-1
MOT16-02_000002,-1,935.59,429.71,41.871,127.61,-0.3541,-1,-1,-1
MOT16-02_000003,-1,1359.1,413.27,120.26,362.77,2.3387,-1,-1,-1
MOT16-02_000003,-1,571.03,402.13,104.56,315.68,0.79923,-1,-1,-1
MOT16-02_000003,-1,1482.5,390.88,128.96,388.88,0.35271,-1,-1,-1
MOT16-02_000003,-1,729,449,39,119,0.24571,-1,-1,-1
MOT16-02_000003,-1,657.86,419,73.643,222.93,0.10792,-1,-1,-1
MOT16-02_000003,-1,454.06,454.06,97.492,294.47,0.087458,-1,-1,-1
MOT16-02_000003,-1,1098.5,429.71,41.871,127.61,0.067064,-1,-1,-1
MOT16-02_000003,-1,1021.2,436.37,31.49,96.47,-0.18888,-1,-1,-1
MOT16-02_000003,-1,545,457,39,119,-0.26536,-1,-1,-1
MOT16-02_000003,-1,1377,385,159,479,-0.26901,-1,-1,-1
MOT16-02_000003,-1,940.04,436.58,27.284,83.853,-0.2915,-1,-1,-1
MOT16-02_000003,-1,1254.6,446.72,33.822,103.47,-0.36048,-1,-1,-1
MOT16-02_000003,-1,937,433,39,119,-0.3765,-1,-1,-1
MOT16-02_000003,-1,1352.6,52.984,258.92,778.76,-0.40418,-1,-1,-1
MOT16-02_000004,-1,1383.3,413.27,120.26,362.77,2.2104,-1,-1,-1
MOT16-02_000004,-1,591.95,434.36,97.492,294.47,0.93138,-1,-1,-1
MOT16-02_000004,-1,1480.3,413.27,120.26,362.77,0.65959,-1,-1,-1
MOT16-02_000004,-1,460.48,442.1,90.896,274.69,0.29162,-1,-1,-1
MOT16-02_000004,-1,657.86,419,73.643,222.93,0.26373,-1,-1,-1
MOT16-02_000004,-1,729.81,446.86,41.871,127.61,0.16692,-1,-1,-1
MOT16-02_000004,-1,1098.5,429.71,41.871,127.61,0.013892,-1,-1,-1
MOT16-02_000004,-1,1254.6,446.72,33.822,103.47,-0.14386,-1,-1,-1
MOT16-02_000004,-1,544.06,385.67,112.14,338.41,-0.1824,-1,-1,-1
MOT16-02_000004,-1,1017,425,39,119,-0.2104,-1,-1,-1
MOT16-02_000004,-1,936.71,436.37,31.49,96.47,-0.23005,-1,-1,-1
MOT16-02_000004,-1,1338.6,343.97,170.48,513.45,-0.44958,-1,-1,-1
MOT16-02_000004,-1,1352.6,52.984,258.92,778.76,-0.47,-1,-1,-1
MOT16-02_000005,-1,1383.3,413.27,120.26,362.77,2.4296,-1,-1,-1
MOT16-02_000005,-1,584.04,446.86,84.742,256.23,0.82707,-1,-1,-1
MOT16-02_000005,-1,1480.3,413.27,120.26,362.77,0.80295,-1,-1,-1
MOT16-02_000005,-1,643.66,461.78,59.629,180.89,0.74373,-1,-1,-1
MOT16-02_000005,-1,460.48,442.1,90.896,274.69,0.15626,-1,-1,-1
MOT16-02_000005,-1,729.81,446.86,41.871,127.61,0.1188,-1,-1,-1
MOT16-02_000005,-1,1098.5,429.71,41.871,127.61,0.01459,-1,-1,-1
MOT16-02_000005,-1,1254.6,446.72,33.822,103.47,-0.14461,-1,-1,-1
MOT16-02_000005,-1,936.71,436.37,31.49,96.47,-0.16139,-1,-1,-1
MOT16-02_000005,-1,572.83,364.89,128.96,388.88,-0.2191,-1,-1,-1
MOT16-02_000005,-1,1017,425,39,119,-0.30016,-1,-1,-1
MOT16-02_000005,-1,1310.9,394.97,48.246,146.74,-0.31019,-1,-1,-1
MOT16-02_000005,-1,1352.6,52.984,258.92,778.76,-0.45817,-1,-1,-1
MOT16-02_000006,-1,1407.6,413.27,120.26,362.77,2.6371,-1,-1,-1
MOT16-02_000006,-1,589.13,442.1,90.896,274.69,1.0225,-1,-1,-1
MOT16-02_000006,-1,1480.3,413.27,120.26,362.77,0.87614,-1,-1,-1
MOT16-02_000006,-1,460.48,442.1,90.896,274.69,0.29989,-1,-1,-1
MOT16-02_000006,-1,729.81,446.86,41.871,127.61,0.18144,-1,-1,-1
MOT16-02_000006,-1,669.79,506.88,41.871,127.61,0.09358,-1,-1,-1
MOT16-02_000006,-1,1254.6,446.72,33.822,103.47,0.071156,-1,-1,-1
MOT16-02_000006,-1,1098.5,429.71,41.871,127.61,-1.9055e-05,-1,-1,-1
MOT16-02_000006,-1,657.86,419,73.643,222.93,-0.023115,-1,-1,-1
MOT16-02_000006,-1,1017,425,39,119,-0.22069,-1,-1,-1
MOT16-02_000006,-1,1372.9,343.97,170.48,513.45,-0.25278,-1,-1,-1
MOT16-02_000006,-1,937,433,39,119,-0.33209,-1,-1,-1
MOT16-02_000006,-1,546.83,338.9,128.96,388.88,-0.33645,-1,-1,-1
MOT16-02_000006,-1,1352.6,52.984,258.92,778.76,-0.48654,-1,-1,-1
MOT16-02_000007,-1,1393.9,391.01,138.29,416.86,2.5629,-1,-1,-1
MOT16-02_000007,-1,591.95,434.36,97.492,294.47,1.4242,-1,-1,-1
MOT16-02_000007,-1,1504.6,413.27,120.26,362.77,0.77958,-1,-1,-1
MOT16-02_000007,-1,454.06,434.36,97.492,294.47,0.48616,-1,-1,-1
MOT16-02_000007,-1,1254.6,446.72,33.822,103.47,0.35682,-1,-1,-1
MOT16-02_000007,-1,657.86,419,73.643,222.93,0.32016,-1,-1,-1
MOT16-02_000007,-1,729.81,446.86,41.871,127.61,0.24489,-1,-1,-1
MOT16-02_000007,-1,1016.1,426.46,36.321,110.96,-0.035711,-1,-1,-1
MOT16-02_000007,-1,546.83,338.9,128.96,388.88,-0.18266,-1,-1,-1
MOT16-02_000007,-1,1098.5,429.71,41.871,127.61,-0.33424,-1,-1,-1
MOT16-02_000007,-1,1305.9,405.34,44.948,136.84,-0.34036,-1,-1,-1
MOT16-02_000007,-1,934.23,432.79,33.822,103.47,-0.34617,-1,-1,-1
MOT16-02_000008,-1,1404.6,390.88,128.96,388.88,2.3462,-1,-1,-1
MOT16-02_000008,-1,591.95,434.36,97.492,294.47,1.6316,-1,-1,-1
MOT16-02_000008,-1,1504.6,413.27,120.26,362.77,1.5336,-1,-1,-1
MOT16-02_000008,-1,729.81,446.86,41.871,127.61,0.45047,-1,-1,-1
MOT16-02_000008,-1,1255,441.39,36.321,110.96,0.39539,-1,-1,-1
MOT16-02_000008,-1,454.06,434.36,97.492,294.47,0.36475,-1,-1,-1
MOT16-02_000008,-1,657.86,419,73.643,222.93,0.11883,-1,-1,-1
MOT16-02_000008,-1,1441,353,159,479,-0.05882,-1,-1,-1
MOT16-02_000008,-1,1379.4,432.91,44.948,136.84,-0.073797,-1,-1,-1
MOT16-02_000008,-1,1098.5,429.71,41.871,127.61,-0.14361,-1,-1,-1
MOT16-02_000008,-1,546.83,364.89,128.96,388.88,-0.22647,-1,-1,-1
MOT16-02_000008,-1,1017,425,39,119,-0.29098,-1,-1,-1
MOT16-02_000008,-1,1305.9,405.34,44.948,136.84,-0.33494,-1,-1,-1
MOT16-02_000008,-1,934.23,432.79,33.822,103.47,-0.42616,-1,-1,-1
MOT16-02_000009,-1,1421.7,391.01,138.29,416.86,2.4286,-1,-1,-1
MOT16-02_000009,-1,1504.6,413.27,120.26,362.77,2.248,-1,-1,-1
MOT16-02_000009,-1,591.95,434.36,97.492,294.47,1.3201,-1,-1,-1
MOT16-02_000009,-1,1254.6,446.72,33.822,103.47,0.52236,-1,-1,-1
MOT16-02_000009,-1,729.81,446.86,41.871,127.61,0.39156,-1,-1,-1
MOT16-02_000009,-1,460.48,442.1,90.896,274.69,0.33475,-1,-1,-1
MOT16-02_000009,-1,1379.4,432.91,44.948,136.84,0.1328,-1,-1,-1
MOT16-02_000009,-1,657.86,419,73.643,222.93,0.033448,-1,-1,-1
MOT16-02_000009,-1,936.71,436.37,31.49,96.47,-0.06449,-1,-1,-1
MOT16-02_000009,-1,1012.8,421.14,41.871,127.61,-0.092533,-1,-1,-1
MOT16-02_000009,-1,1404.6,52.984,258.92,778.76,-0.14563,-1,-1,-1
MOT16-02_000009,-1,546.83,364.89,128.96,388.88,-0.15374,-1,-1,-1
MOT16-02_000009,-1,1097,433,39,119,-0.15421,-1,-1,-1
MOT16-02_000009,-1,1305.9,405.34,44.948,136.84,-0.33592,-1,-1,-1
MOT16-02_000010,-1,1430.6,416.87,128.96,388.88,1.7782,-1,-1,-1
MOT16-02_000010,-1,1504.6,413.27,120.26,362.77,1.7273,-1,-1,-1
MOT16-02_000010,-1,591.95,434.36,97.492,294.47,1.3158,-1,-1,-1
MOT16-02_000010,-1,460.48,442.1,90.896,274.69,0.51467,-1,-1,-1
MOT16-02_000010,-1,1254.6,446.72,33.822,103.47,0.44909,-1,-1,-1
MOT16-02_000010,-1,729,457,39,119,0.36282,-1,-1,-1
MOT16-02_000010,-1,546.83,364.89,128.96,388.88,0.11287,-1,-1,-1
MOT16-02_000010,-1,1404.6,52.984,258.92,778.76,0.017597,-1,-1,-1
MOT16-02_000010,-1,676.59,454.91,51.78,157.34,0.0040455,-1,-1,-1
MOT16-02_000010,-1,657.86,419,73.643,222.93,-0.073003,-1,-1,-1
MOT16-02_000010,-1,1379.4,432.91,44.948,136.84,-0.16533,-1,-1,-1
MOT16-02_000010,-1,1097,433,39,119,-0.20889,-1,-1,-1
